Approach,Calcul,Region,TU,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
EnergyStart,Feedback,RestOfAsia,TTWFossil,5111048.0,5213320.0,5317401.0,5423336.0,5531174.0,5640967.0,5752778.0,5866672.0,5982723.0,6101012.0,6221626.0,6344662.0,6470223.0,6598421.0,6729377.0,6863220.0,7000088.0,7140127.0,7283493.0,7430351.0,7580874.0,7735244.0,7893653.0,8056301.0,8223396.0,8395156.0,8571806.0,8753580.0,8940722.0,9133482.0,9332117.0,9536896.0,9748092.0,9965988.0,10190873.0,10423047.0,10662813.0,10910487.0,11166390.0,11430850.0,11704206.0,11986803.0,12278996.0,12581147.0,12893628.0,13216821.0,13551115.0,13896910.0,14254618.0,14624658.0,15007462.0,15403475.0,15813149.0,16236953.0,16675366.0,17128881.0,17598005.0,18083260.0,18585182.0,19104322.0,19641249.0,20196548.0,20770820.0,21364686.0,21978786.0,22613778.0,23270343.0,23949180.0,24651012.0,25376584.0,26126665.0,26902047.0,27703551.0,28532020.0,29388325.0,30273369.0,31188079.0,32133415.0,33110368.0,34119961.0,35163250.0,35236688.0,35312910.0,35391831.0,35473366.0,35557437.0,34758384.0,33959844.0,33161582.0,32363377.0,31565013.0,30519369.0,29472509.0,28424207.0,27374250.0,26322432.0,26843972.0,27368214.0,27895185.0,28424913.0,29127697.0,27906854.0,26259804.0,27184564.0,26484565.0,26758606.0,29305325.0,32437982.0,34856524.0,36541380.0,39448282.0,40037883.0,40429204.0,39122178.0,38166609.0,37126586.0,37818575.0,38515843.0,39218425.0,39926358.0,40639676.0,41210454.0,41785430.0,42364633.0,42948091.0,43535831.0,42664522.0,41785067.0,40897407.0,40001483.0,39097234.0,38870015.0,38640210.0,38407800.0,38172763.0,37935080.0,37257353.0,36573191.0,35882547.0,35185375.0,34481625.0,33499191.0,32507748.0,31507231.0,30497574.0,29478711.0,28703324.0,27920772.0,27131003.0,26333966.0,25529607.0,24655374.0,23773174.0,22882950.0,21984645.0,21078200.0,20229313.0,19372737.0,18508416.0,17636294.0,16756316.0,15684823.0,14603772.0,13513094.0,12412720.0,11302581.0,10790784.0,10274355.0,9753261.0,9227469.0,8696945.0,8359903.0,8019784.0,7676564.0,7330222.0,6980735.0,6597428.0,6210664.0,5820418.0,5426665.0,5029380.0,4633385.0,4233849.0,3830746.0,3424053.0,3013742.0,2944184.0,2873966.0,2803082.0,2731528.0,2659299.0,2637202.0,2614865.0,2592286.0,2569463.0,2546395.0,2529307.0,2512024.0,2494545.0,2476868.0,2458992.0
EnergyStart,Feedback,World,TTWFossil,72585762.0,74038199.0,75516339.0,77020802.0,78552279.0,80111541.0,81699445.0,83316939.0,84965066.0,86644971.0,88357903.0,90105224.0,91888409.0,93709047.0,95568851.0,97469654.0,99413414.0,101402214.0,103438264.0,105523901.0,107661589.0,109853916.0,112103599.0,114413478.0,116786517.0,119225803.0,121734541.0,124316058.0,126973796.0,129711314.0,132532285.0,135440497.0,138439847.0,141534345.0,144728111.0,148025377.0,151430484.0,154947885.0,158582145.0,162337943.0,166220072.0,170233443.0,174383087.0,178674157.0,183111934.0,187701827.0,192449381.0,197360278.0,202440346.0,207695560.0,213132051.0,218756111.0,224574199.0,230592949.0,236819175.0,243259879.0,249922262.0,256813726.0,263941887.0,271314582.0,278939877.0,286826078.0,294981739.0,303415672.0,312136958.0,321154956.0,330479313.0,340119979.0,350087212.0,360391595.0,371044047.0,382055831.0,393438573.0,405204268.0,417365302.0,429934456.0,442924928.0,456350344.0,470224774.0,484562747.0,499379266.0,504333639.0,509333164.0,514377483.0,519466248.0,524599121.0,537449352.0,550359283.0,563330029.0,576362653.0,589458171.0,603080711.0,616769279.0,630524835.0,644348298.0,658240555.0,677292681.0,696431259.0,715657753.0,734973576.0,758816010.0,720179689.0,671695581.0,689577667.0,666564752.0,668486851.0,703862524.0,751587530.0,781403548.0,794629243.0,834038965.0,846104171.0,853985907.0,826017268.0,805503845.0,783238327.0,798205751.0,813287673.0,828484864.0,843798100.0,859228162.0,863947190.0,868692433.0,873464036.0,878262148.0,883086915.0,864277659.0,845293490.0,826133134.0,806795311.0,787278733.0,781596561.0,775852853.0,770047140.0,764178951.0,758247808.0,746906117.0,735454699.0,723892744.0,712219441.0,700433970.0,682646317.0,664694279.0,646576664.0,628292272.0,609839897.0,593034695.0,576074697.0,558958782.0,541685823.0,524254683.0,511127283.0,497877883.0,484505598.0,471009536.0,457388800.0,440619949.0,423698504.0,406623365.0,389393425.0,372007571.0,348131718.0,324042891.0,299739569.0,275220217.0,250483292.0,229007009.0,207340210.0,185481536.0,163429618.0,141183079.0,135064894.0,128891125.0,122661372.0,116375232.0,110032299.0,106248423.0,102429707.0,98575899.0,94686747.0,90761994.0,88017785.0,85248066.0,82452654.0,79631362.0,76784001.0,75227330.0,73655717.0,72069053.0,70467227.0,68850128.0,67780435.0,66700170.0,65609255.0,64507612.0,63395160.0,62710559.0,62018835.0,61319937.0,60613808.0,59900397.0
EnergyStart,Feedback,France,TTWElec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,7.0,38.0,604.0,1741.0,3650.0,5370.0,8176.0,244435.0,482701.0,722988.0,965310.0,1209681.0,1456116.0,1704630.0,1955236.0,2207950.0,2462786.0,2719759.0,2978885.0,3240178.0,3503653.0,3769325.0,3761462.0,3753470.0,3745347.0,3737093.0,3728706.0,3719978.0,3711113.0,3702111.0,3692969.0,3683688.0,3674266.0,3664701.0,3654993.0,3645141.0,3635143.0,3624997.0,3614704.0,3604261.0,3593668.0,3582922.0,3567890.0,3552668.0,3537255.0,3521648.0,3505847.0,3489850.0,3473655.0,3457261.0,3440667.0,3423870.0,3408735.0,3393410.0,3377895.0,3362188.0,3346286.0,3330190.0,3313896.0,3297404.0,3280712.0,3263818.0,3246721.0,3229419.0,3211911.0,3194195.0,3176270.0,3158133.0,3139783.0,3121219.0,3102439.0,3083440.0,3064223.0,3044784.0,3025122.0,3005235.0,2985122.0,2964781.0,2944209.0,2923406.0,2902370.0,2881098.0,2859590.0,2837842.0,2815854.0,2793623.0,2771148.0,2748426.0,2725456.0,2702236.0,2678765.0,2655039.0
EnergyStart,Feedback,Africa,TTWElec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1481.0,2966.0,4455.0,5948.0,7447.0,10442.0,13447.0,16462.0,19488.0,24104.0,20774.0,17517.0,16174.0,13973.0,12428.0,12742.0,13258.0,13441.0,13336.0,13664.0,13579.0,13431.0,12737.0,12181.0,11621.0,160157.0,309955.0,461023.0,613371.0,767007.0,2258533.0,3762744.0,5279729.0,6809579.0,8352384.0,11031207.0,13732748.0,16457167.0,19204626.0,21975284.0,25214907.0,28481868.0,31776357.0,35098567.0,38448694.0,42405665.0,46395903.0,50419641.0,54477113.0,58568554.0,63787776.0,69050833.0,74358033.0,79709683.0,85106094.0,92922484.0,100804694.0,108753185.0,116768422.0,124850872.0,136951897.0,149155137.0,161461306.0,173871127.0,186385325.0,199308828.0,212340800.0,225482001.0,238733193.0,252095145.0,270170298.0,288397586.0,306778074.0,325312834.0,344002943.0,366458368.0,389102613.0,411936998.0,434962852.0,458181513.0,481875429.0,505767295.0,529858491.0,554150406.0,578644438.0,606741529.0,635073149.0,663640934.0,692446529.0,721491590.0,749113518.0,776963744.0,805043852.0,833355438.0,861900107.0,886563083.0,911426423.0,936491511.0,961759734.0,987232493.0,1010437943.0,1033829109.0,1057407262.0,1081173683.0,1105129660.0,1126519908.0,1148078146.0,1169805518.0,1191703170.0,1213772260.0
EnergyStart,Feedback,ASEAN,TTWElec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244567.0,491211.0,739948.0,990791.0,1243756.0,3130963.0,5034217.0,6953629.0,8889315.0,10841387.0,15590166.0,20379283.0,25209022.0,30079669.0,34991510.0,41774411.0,48614731.0,55512872.0,62469240.0,69484243.0,77497091.0,85577443.0,93725771.0,101942552.0,110228265.0,120962425.0,131786910.0,142702352.0,153709388.0,164808659.0,179881803.0,195081865.0,210409733.0,225866301.0,241452470.0,265262710.0,289274139.0,313488167.0,337906215.0,362529710.0,396918540.0,431598266.0,466570925.0,501838572.0,537403273.0,561371258.0,585537517.0,609903426.0,634470373.0,659239752.0,681864087.0,704673306.0,727668685.0,750851511.0,774223080.0,791046017.0,808001768.0,825091235.0,842315331.0,859674972.0,871526717.0,883466730.0,895495595.0,907613902.0,919822244.0,928589082.0,937416352.0,946304441.0,955253737.0,964264629.0,970105238.0,975979997.0,981889102.0,987832753.0,993811149.0,997635936.0,1001476718.0,1005333563.0,1009206539.0,1013095712.0,1014984868.0,1016872682.0,1018759098.0,1020644058.0,1022527504.0
EnergyStart,Feedback,China,TTWElec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2142349.0,3890998.0,5838124.0,7336140.0,8972149.0,16004849.0,23734641.0,31240060.0,38119139.0,46358471.0,50551007.0,54434648.0,55823584.0,57411406.0,58607418.0,59725114.0,60851359.0,61986209.0,63129724.0,64281960.0,76185619.0,88189572.0,100294523.0,112501179.0,124810253.0,133559157.0,142380663.0,151275278.0,160243510.0,169285872.0,170994394.0,172714739.0,174446982.0,176191200.0,177947468.0,178231359.0,178514737.0,178797590.0,179079905.0,179361672.0,179613148.0,179863795.0,180113601.0,180362550.0,180610630.0,184390690.0,188200245.0,192039496.0,195908643.0,199807889.0,211933126.0,224159522.0,236487784.0,248918620.0,261452747.0,289551952.0,317889437.0,346466874.0,375285948.0,404348351.0,449852537.0,495743648.0,542024402.0,588697536.0,635765802.0,705238357.0,775302425.0,845962162.0,917221751.0,989085404.0,1005550971.0,1022142545.0,1038860972.0,1055707105.0,1072681800.0,1070540790.0,1068362569.0,1066146823.0,1063893236.0,1061601492.0,1057935025.0,1054218107.0,1050450331.0,1046631287.0,1042760563.0,1038480589.0,1034144981.0,1029753297.0,1025305090.0,1020799911.0,1016394610.0,1011932807.0,1007414052.0,1002837895.0,998203880.0,993508858.0,988755036.0,983941951.0,979069134.0,974136116.0
EnergyStart,Feedback,Europe\France,TTWElec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32394.0,64858.0,97399.0,130022.0,162733.0,155561.0,148377.0,141180.0,133969.0,126742.0,131421.0,136120.0,140839.0,145578.0,160877.0,164872.0,164539.0,179406.0,183048.0,192761.0,208889.0,229058.0,244077.0,253947.0,272280.0,497001.0,715569.0,890962.0,1055280.0,1200569.0,6501217.0,11846871.0,17237849.0,22674470.0,28157053.0,33685923.0,39261403.0,44883822.0,50553508.0,56270792.0,62036008.0,67849491.0,73711579.0,79622611.0,85582929.0,98019835.0,110561668.0,123209163.0,135963062.0,148824110.0,166106780.0,183535064.0,201109982.0,218832560.0,236703833.0,254724841.0,272896630.0,291220254.0,309696773.0,328327253.0,347112770.0,366054402.0,385153238.0,404410373.0,423826907.0,427597627.0,431393712.0,435215321.0,439062615.0,442935756.0,446834907.0,450760231.0,454711893.0,458690059.0,462694896.0,462848311.0,462995169.0,463135402.0,463268943.0,463395723.0,463515672.0,463628722.0,463734801.0,463833840.0,463925766.0,464010510.0,464087997.0,464158156.0,464220913.0,464276194.0,464323926.0,464364032.0,464396438.0,464421068.0,464437844.0,464446691.0,464447529.0,464440282.0,464424869.0,464401212.0,464369230.0,464328843.0,464279970.0,464222529.0,464156438.0,464081613.0,463997971.0,463905428.0,463803898.0,463693298.0,463573540.0,463444537.0,463306203.0,463158450.0,463001189.0
EnergyStart,Feedback,India,TTWElec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318410.0,639525.0,963363.0,1289944.0,1619288.0,3229762.0,4853921.0,6491860.0,8143676.0,9809467.0,13459649.0,17140812.0,20853175.0,24596957.0,28372379.0,33488361.0,38647618.0,43850454.0,49097173.0,54388084.0,61771700.0,69217679.0,76726457.0,84298474.0,91934175.0,102984650.0,114128471.0,125366292.0,136698772.0,148126573.0,165106681.0,182230391.0,199498712.0,216912656.0,234473245.0,260947350.0,287645725.0,314569945.0,341721593.0,369102264.0,410639636.0,452529539.0,494774446.0,537376850.0,580339257.0,645637103.0,711490179.0,777902385.0,844877648.0,912419918.0,976153749.0,1040424591.0,1105236202.0,1170592365.0,1236496886.0,1233592661.0,1230641904.0,1227644228.0,1224599246.0,1221506564.0,1217661669.0,1213762154.0,1209807577.0,1205797491.0,1201731445.0,1200562745.0,1199362934.0,1198131737.0,1196868874.0,1195574065.0,1195523362.0,1195451297.0,1195357663.0,1195242251.0,1195104851.0,1194160881.0,1193187634.0,1192184847.0,1191152254.0,1190089588.0,1188322831.0,1186519555.0,1184679444.0,1182802182.0,1180887448.0
EnergyStart,Feedback,LatinAmerica,TTWElec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1494.0,2992.0,4496.0,6004.0,8045.0,7429.0,6746.0,6747.0,6358.0,6220.0,6376.0,6633.0,6723.0,6669.0,6832.0,25814.0,44351.0,59904.0,74362.0,87227.0,303169.0,520944.0,740565.0,962045.0,1185396.0,3160992.0,5153387.0,7162700.0,9189050.0,11232556.0,16694994.0,22203852.0,27759457.0,33362138.0,39012225.0,46578433.0,54208691.0,61903447.0,69663155.0,77488269.0,86695778.0,95980895.0,105344161.0,114786126.0,124307341.0,136932545.0,149664075.0,162502677.0,175449099.0,188504096.0,207339333.0,226333457.0,245487581.0,264802825.0,284280317.0,310415664.0,336771523.0,363349437.0,390150962.0,417177664.0,435870893.0,454718518.0,473721611.0,492881251.0,512198525.0,527851050.0,543630312.0,559537183.0,575572541.0,591737272.0,604352895.0,617067771.0,629882575.0,642797986.0,655814688.0,664655895.0,673562613.0,682535276.0,691574319.0,700680182.0,705407696.0,710164223.0,714949935.0,719765008.0,724609616.0,727262203.0,729925306.0,732598965.0,735283223.0,737978120.0,739383994.0,740789237.0,742193810.0,743597674.0,745000789.0,745113206.0,745213506.0,745301568.0,745377271.0,745440492.0,744873270.0,744287901.0,743684223.0,743062071.0,742421278.0
EnergyStart,Feedback,MiddleEast,TTWElec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189869.0,381351.0,574456.0,769198.0,965587.0,2535877.0,4119520.0,5716610.0,7327241.0,8951508.0,12463937.0,16006187.0,19578468.0,23180990.0,26813966.0,31693155.0,36613620.0,41575651.0,46579538.0,51625577.0,57365806.0,63154363.0,68991585.0,74877814.0,80813393.0,88581393.0,96414741.0,104313895.0,112279314.0,120311463.0,127814162.0,135379392.0,143007591.0,150699197.0,158454652.0,164661813.0,170919814.0,177229006.0,183589743.0,190002383.0,197053140.0,204161580.0,211328101.0,218553105.0,225836996.0,233798149.0,241824355.0,249916061.0,258073720.0,266297789.0,272641551.0,279035757.0,285480752.0,291976884.0,298524501.0,303277152.0,308065949.0,312891135.0,317752953.0,322651649.0,326370993.0,330117122.0,333890210.0,337690434.0,341517971.0,344727876.0,347959826.0,351213961.0,354490423.0,357789353.0,360386028.0,362999126.0,365628748.0,368274993.0,370937963.0,372162466.0,373391161.0,374624062.0,375861181.0,377102531.0,377906932.0,378711721.0,379516883.0,380322403.0,381128265.0
EnergyStart,Feedback,NorthAmerica,TTWElec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109076.0,218389.0,327960.0,437808.0,547949.0,544203.0,540473.0,536759.0,533057.0,529367.0,536158.0,542991.0,549866.0,556784.0,603261.0,580802.0,548996.0,570717.0,558195.0,566028.0,589266.0,622415.0,640385.0,644720.0,670193.0,894433.0,1110659.0,1267496.0,1417196.0,1547553.0,2122872.0,2703053.0,3288130.0,3878138.0,4473112.0,9829176.0,15230764.0,20678198.0,26171800.0,31711893.0,48404935.0,65239879.0,82217723.0,99339472.0,116606137.0,136467457.0,156496671.0,176694958.0,197063505.0,217603505.0,243215589.0,269043514.0,295088792.0,321352947.0,347837510.0,386182500.0,424850916.0,463845025.0,503167110.0,542819465.0,594951644.0,647523235.0,700537318.0,753996989.0,807905368.0,822576311.0,837360112.0,852257533.0,867269338.0,882396298.0,890878052.0,899418116.0,908016860.0,916674660.0,925391892.0,934548236.0,943768054.0,953051753.0,962399741.0,971812431.0,980076579.0,988395735.0,996770244.0,1005200452.0,1013686708.0,1017276723.0,1020880464.0,1024497980.0,1028129324.0,1031774546.0,1034716261.0,1037665711.0,1040622904.0,1043587848.0,1046560547.0,1048889327.0,1051220193.0,1053553114.0,1055888055.0,1058224982.0,1059445164.0,1060657489.0,1061861853.0,1063058149.0,1064246271.0,1063678409.0,1063086864.0,1062471416.0,1061831847.0,1061167936.0,1058288033.0,1055364129.0,1052395864.0,1049382873.0,1046324788.0
EnergyStart,Feedback,OCDEPacific,TTWElec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335593.0,674038.0,1015353.0,1359559.0,1706676.0,3513375.0,5335428.0,7172941.0,9026025.0,10894788.0,14682386.0,18502120.0,22354217.0,26238904.0,30156409.0,34370474.0,38620074.0,42905456.0,47226872.0,51584574.0,57419251.0,63303065.0,69236361.0,75219484.0,81252785.0,89428813.0,97673685.0,105987884.0,114371893.0,122826203.0,127589152.0,132391021.0,137232078.0,142112595.0,147032843.0,148897417.0,150775586.0,152667441.0,154573071.0,156492567.0,157066134.0,157642004.0,158220184.0,158800686.0,159383517.0,159505257.0,159625335.0,159743731.0,159860427.0,159975402.0,159834889.0,159690417.0,159541950.0,159389452.0,159232888.0,158925121.0,158611937.0,158293290.0,157969135.0,157639425.0,157292558.0,156939942.0,156581528.0,156217270.0,155847117.0,155529596.0,155206593.0,154878063.0,154543958.0,154204232.0,153892417.0,153575179.0,153252474.0,152924255.0,152590477.0,152275975.0,151956038.0,151630619.0,151299674.0,150963154.0,150617664.0,150266477.0,149909546.0,149546824.0,149178261.0
