Approach,Calcul,Region,TU,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
EnergyStart,Feedback,India,LCVFossil,283232.0,290945.0,298805.0,306817.0,314985.0,323313.0,331809.0,340477.0,349324.0,358360.0,367591.0,377028.0,386680.0,396559.0,406676.0,417043.0,427676.0,438587.0,449793.0,461309.0,473154.0,485345.0,497901.0,510844.0,524193.0,537972.0,552203.0,566910.0,582119.0,597856.0,614148.0,631022.0,648509.0,666639.0,685442.0,704952.0,725202.0,746227.0,768063.0,790748.0,814319.0,838817.0,864282.0,890758.0,918289.0,946920.0,976698.0,1007672.0,1039893.0,1073412.0,1108285.0,1144566.0,1182315.0,1221590.0,1262456.0,1304975.0,1349215.0,1395245.0,1443138.0,1492967.0,1544810.0,1598747.0,1654862.0,1713240.0,1773972.0,1837150.0,1902872.0,1971236.0,2042348.0,2116315.0,2193250.0,2273268.0,2356491.0,2443045.0,2533060.0,2626671.0,2724020.0,2825252.0,2930520.0,3039981.0,3153799.0,3085432.0,3016133.0,2945860.0,2874574.0,2802237.0,3155584.0,3514398.0,3878793.0,4248884.0,4624785.0,5055716.0,5493466.0,5938161.0,6389928.0,6848892.0,6995507.0,7144327.0,7295376.0,7448681.0,8759391.0,9236109.0,9736877.0,10313791.0,11176241.0,11812852.0,14139773.0,16552053.0,19089137.0,20577200.0,21877961.0,22796697.0,23921320.0,25262744.0,26709304.0,27744991.0,28704962.0,29656388.0,30600712.0,31539251.0,32473210.0,34589475.0,36744456.0,38938803.0,41173174.0,43448238.0,45564044.0,47829629.0,50149566.0,52524931.0,54956819.0,57924456.0,60964209.0,64077511.0,67265825.0,70530636.0,74826652.0,79228821.0,83739269.0,88360160.0,93093698.0,98415302.0,103867286.0,109452252.0,115172851.0,121031778.0,127050332.0,133213275.0,139523466.0,145983814.0,152597280.0,158530046.0,164598662.0,170805765.0,177154037.0,183646210.0,187921786.0,192280922.0,196725119.0,201255900.0,205874818.0,204748078.0,203549816.0,202278253.0,200931579.0,199507944.0,190145105.0,180482146.0,170512517.0,160229539.0,149626410.0,136753711.0,123492659.0,109834922.0,95772012.0,81295281.0,76526117.0,71608037.0,66537816.0,61312165.0,55927735.0,55374553.0,54795046.0,54188588.0,53554537.0,52892243.0,53686112.0,54491837.0,55309594.0,56139563.0,56981925.0,58152371.0,59344385.0,60558343.0,61794624.0,63053615.0,64587421.0,66151755.0,67747168.0,69374225.0,71033496.0
EnergyStart,Feedback,LatinAmerica,LCVFossil,1532503.0,1574234.0,1616765.0,1660114.0,1704308.0,1749372.0,1795338.0,1842238.0,1890112.0,1939001.0,1988950.0,2040010.0,2092236.0,2145687.0,2200426.0,2256524.0,2314052.0,2373090.0,2433721.0,2496034.0,2560122.0,2626085.0,2694026.0,2764055.0,2836286.0,2910839.0,2987840.0,3067418.0,3149711.0,3234858.0,3323008.0,3414312.0,3508929.0,3607024.0,3708765.0,3814328.0,3923897.0,4037659.0,4155809.0,4278549.0,4406087.0,4538638.0,4676427.0,4819683.0,4968644.0,5123558.0,5284680.0,5452274.0,5626612.0,5807979.0,5996666.0,6192977.0,6397225.0,6609737.0,6830849.0,7060910.0,7300283.0,7549341.0,7808476.0,8078089.0,8358599.0,8650441.0,8954065.0,9269937.0,9598543.0,9940387.0,10295989.0,10665894.0,11050662.0,11450880.0,11867155.0,12300115.0,12750416.0,13218738.0,13705787.0,14212295.0,14739026.0,15286769.0,15856348.0,16448616.0,17064461.0,17045550.0,17026774.0,17008052.0,16989305.0,16970456.0,18255921.0,19561289.0,20886953.0,22233305.0,23600733.0,24951684.0,26323873.0,27717667.0,29133434.0,30571538.0,31866575.0,33181959.0,34518003.0,35875017.0,42912268.0,43483145.0,44205299.0,45289564.0,47592780.0,48895706.0,50560355.0,52456286.0,54632096.0,53945727.0,53130647.0,53324633.0,54058804.0,55301313.0,56768303.0,57374430.0,57066857.0,56797433.0,56563667.0,56363317.0,56194363.0,57683442.0,59197193.0,60736007.0,62300278.0,63890410.0,65143373.0,66564725.0,68013060.0,69488852.0,70992586.0,73100259.0,75252927.0,77451435.0,79696644.0,81989429.0,84006198.0,86063284.0,88161420.0,90301351.0,92483836.0,93767135.0,95068240.0,96387399.0,97724862.0,99080883.0,99607380.0,100129280.0,100646353.0,101158361.0,101665063.0,101336780.0,100979544.0,100592610.0,100175219.0,99726597.0,98352146.0,96919924.0,95428587.0,93876764.0,92263058.0,89584895.0,86814034.0,83948408.0,80985913.0,77924404.0,74630010.0,71228512.0,67717563.0,64094771.0,60357698.0,57122267.0,53784798.0,50343073.0,46794833.0,43137775.0,41110714.0,39018688.0,36860279.0,34634041.0,32338502.0,31148623.0,29919244.0,28649493.0,27338485.0,25985314.0,25285528.0,24561155.0,23811645.0,23036437.0,22234962.0,21832294.0,21414061.0,20979907.0,20529468.0,20062374.0,19716057.0,19356169.0,18982400.0,18594432.0,18191942.0
EnergyStart,Feedback,MiddleEast,LCVFossil,686463.0,705156.0,724207.0,743625.0,763421.0,783607.0,804196.0,825205.0,846649.0,868548.0,890922.0,913794.0,937188.0,961130.0,985650.0,1010778.0,1036547.0,1062992.0,1090151.0,1118063.0,1146771.0,1176318.0,1206751.0,1238119.0,1270474.0,1303869.0,1338361.0,1374007.0,1410869.0,1449009.0,1488495.0,1529393.0,1571776.0,1615715.0,1661289.0,1708575.0,1757654.0,1808612.0,1861536.0,1916516.0,1973645.0,2033019.0,2094740.0,2158909.0,2225634.0,2295026.0,2367198.0,2442269.0,2520362.0,2601602.0,2686122.0,2774057.0,2865547.0,2960739.0,3059783.0,3162835.0,3270059.0,3381621.0,3497697.0,3618466.0,3744117.0,3874843.0,4010847.0,4152338.0,4299532.0,4452656.0,4611944.0,4777637.0,4949989.0,5129261.0,5315725.0,5509663.0,5711369.0,5921148.0,6139314.0,6366198.0,6602139.0,6847493.0,7102628.0,7367926.0,7643785.0,8993144.0,10362617.0,11752695.0,13163863.0,14596602.0,15095009.0,15601153.0,16115156.0,16637141.0,17167230.0,18123420.0,19094635.0,20081134.0,21083175.0,22101014.0,23013581.0,23940470.0,24881899.0,25838085.0,30881699.0,31375369.0,31976333.0,32838402.0,34586132.0,35609025.0,36990283.0,38542563.0,40303689.0,39949007.0,39486877.0,39427008.0,39772632.0,40494235.0,41379583.0,41638852.0,41613802.0,41611613.0,41630952.0,41670619.0,41729540.0,42817115.0,43922657.0,45046449.0,46188779.0,47349940.0,47873358.0,48510265.0,49155626.0,49809552.0,50472156.0,51407401.0,52358918.0,53326979.0,54311862.0,55313846.0,56246559.0,57194532.0,58158007.0,59137235.0,60132466.0,60950558.0,61779773.0,62620261.0,63472177.0,64335674.0,65010173.0,65690969.0,66378107.0,67071631.0,67771586.0,68167138.0,68560535.0,68951638.0,69340308.0,69726401.0,69588905.0,69433998.0,69261220.0,69070104.0,68860169.0,67990683.0,67083527.0,66137820.0,65152661.0,64127135.0,62553178.0,60922814.0,59234775.0,57487769.0,55680479.0,53545830.0,51340772.0,49063755.0,46713201.0,44287501.0,41470422.0,38566107.0,35572672.0,32488194.0,29310716.0,26942845.0,24503191.0,21990210.0,19402332.0,16737957.0,15793009.0,14818434.0,13813588.0,12777815.0,11710449.0,11264794.0,10804423.0,10329012.0,9838230.0,9331742.0,8821022.0,8294232.0,7751026.0,7191045.0,6613929.0
EnergyStart,Feedback,NorthAmerica,LCVFossil,4585562.0,4710431.0,4837690.0,4967402.0,5099638.0,5234479.0,5372017.0,5512353.0,5655601.0,5801886.0,5951344.0,6104127.0,6260397.0,6420333.0,6584125.0,6751980.0,6924116.0,7100769.0,7282190.0,7468643.0,7660408.0,7857782.0,8061076.0,8270616.0,8486747.0,8709825.0,8940227.0,9178342.0,9424577.0,9679356.0,9943118.0,10216319.0,10499433.0,10792951.0,11097381.0,11413250.0,11741101.0,12081500.0,12435029.0,12802292.0,13183911.0,13580533.0,13992824.0,14421475.0,14867199.0,15330733.0,15812843.0,16314317.0,16835974.0,17378659.0,17943249.0,18530651.0,19141805.0,19777684.0,20439296.0,21127686.0,21843937.0,22589171.0,23364554.0,24171292.0,25010637.0,25883887.0,26792391.0,27737545.0,28720802.0,29743667.0,30807703.0,31914532.0,33065839.0,34263373.0,35508950.0,36804456.0,38151849.0,39553164.0,41010513.0,42526090.0,44102175.0,45741136.0,47445433.0,49217620.0,51060353.0,51764608.0,52480504.0,53208095.0,53947436.0,54698583.0,57035637.0,59408937.0,61819108.0,64266773.0,66752551.0,69788917.0,72872808.0,76005007.0,79186293.0,82417444.0,85674343.0,88982251.0,92341937.0,95754169.0,114291660.0,113528307.0,113211165.0,113844309.0,117491165.0,118611180.0,116222042.0,114295494.0,112856915.0,105669180.0,98690828.0,98639838.0,99600363.0,101501464.0,103813314.0,104553751.0,103136359.0,101809351.0,100566138.0,99400780.0,98307907.0,98875943.0,99447465.0,100022468.0,100600950.0,101182904.0,100803688.0,100625194.0,100422095.0,100193737.0,99939457.0,100386108.0,100825767.0,101258152.0,101682973.0,102099936.0,102334763.0,102556264.0,102764025.0,102957616.0,103136604.0,103045399.0,102931570.0,102794503.0,102633571.0,102448137.0,102293650.0,102114906.0,101911260.0,101682051.0,101426605.0,100377995.0,99280377.0,98132587.0,96933438.0,95681721.0,93885113.0,92019742.0,90084038.0,88076402.0,85995203.0,83060746.0,80027658.0,76893759.0,73656826.0,70314594.0,65516011.0,60569831.0,55472869.0,50221880.0,44813557.0,38467102.0,31934819.0,25212758.0,18296895.0,11183131.0,9071335.0,6898430.0,4663122.0,2364093.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EnergyStart,Feedback,OCDEPacific,LCVFossil,1217174.0,1250318.0,1284098.0,1318528.0,1353628.0,1389420.0,1425927.0,1463178.0,1501201.0,1540030.0,1579702.0,1620256.0,1661736.0,1704188.0,1747665.0,1792219.0,1837910.0,1884801.0,1932956.0,1982447.0,2033349.0,2085739.0,2139701.0,2195320.0,2252689.0,2311902.0,2373059.0,2436263.0,2501623.0,2569251.0,2639263.0,2711780.0,2786929.0,2864839.0,2945646.0,3029489.0,3116512.0,3206866.0,3300706.0,3398190.0,3499486.0,3604764.0,3714201.0,3827980.0,3946291.0,4069330.0,4197300.0,4330409.0,4468875.0,4612924.0,4762786.0,4918704.0,5080926.0,5249711.0,5425327.0,5608051.0,5798170.0,5995982.0,6201796.0,6415934.0,6638726.0,6870518.0,7111668.0,7362546.0,7623538.0,7895043.0,8177477.0,8471269.0,8776868.0,9094737.0,9425358.0,9769232.0,10126879.0,10498838.0,10885671.0,11287960.0,11706310.0,12141349.0,12593731.0,13064134.0,13553261.0,14067878.0,14590425.0,15121042.0,15659870.0,16207049.0,17944789.0,19709417.0,21501492.0,23321566.0,25170188.0,26629915.0,28112594.0,29618625.0,31148404.0,32702328.0,33014874.0,33331590.0,33652477.0,33977537.0,39518137.0,38976013.0,38593448.0,38537737.0,39495704.0,39596702.0,39125304.0,38813331.0,38673951.0,36554703.0,34478884.0,34156289.0,34193093.0,34555781.0,35057356.0,35030425.0,34636659.0,34271202.0,33932038.0,33617354.0,33325509.0,33650850.0,33979959.0,34312879.0,34649654.0,34990330.0,35176411.0,35440756.0,35705630.0,35970995.0,36236815.0,36549512.0,36863881.0,37179907.0,37497575.0,37816870.0,37913838.0,38006149.0,38093656.0,38176205.0,38253642.0,38059174.0,37851833.0,37631296.0,37397236.0,37149318.0,36628218.0,36085345.0,35520191.0,34932241.0,34320968.0,33319953.0,32284322.0,31213303.0,30106112.0,28961947.0,27526797.0,26045960.0,24518440.0,22943222.0,21319273.0,19861068.0,18358021.0,16809164.0,15213510.0,13570055.0,12456813.0,11309863.0,10128481.0,8911929.0,7659457.0,6731755.0,5776674.0,4793629.0,3782028.0,2741263.0,2243624.0,1731564.0,1204778.0,662954.0,105776.0,85801.0,65249.0,44106.0,22361.0,0.0,34387.0,69734.0,106061.0,143388.0,181735.0,271689.0,364117.0,459072.0,556605.0,656771.0,773807.0,893981.0,1017359.0,1144005.0,1273987.0
EnergyStart,Feedback,RestOfAsia,LCVFossil,1027156.0,1055127.0,1083632.0,1112688.0,1142308.0,1172512.0,1203321.0,1234756.0,1266843.0,1299610.0,1333089.0,1367312.0,1402316.0,1438141.0,1474830.0,1512429.0,1550987.0,1590557.0,1631195.0,1672960.0,1715915.0,1760127.0,1805664.0,1852601.0,1901013.0,1950983.0,2002592.0,2055929.0,2111086.0,2168155.0,2227238.0,2288434.0,2351851.0,2417598.0,2485790.0,2556544.0,2629982.0,2706231.0,2785420.0,2867686.0,2953168.0,3042011.0,3134363.0,3230380.0,3330221.0,3434052.0,3542044.0,3654373.0,3771223.0,3892783.0,4019250.0,4150827.0,4287724.0,4430160.0,4578359.0,4732557.0,4892996.0,5059927.0,5233611.0,5414319.0,5602330.0,5797936.0,6001439.0,6213152.0,6433399.0,6662519.0,6900861.0,7148788.0,7406679.0,7674924.0,7953930.0,8244121.0,8545934.0,8859826.0,9186269.0,9525755.0,9878795.0,10245919.0,10627677.0,11024644.0,11437412.0,12128644.0,12830363.0,13542788.0,14266135.0,15000619.0,18236580.0,21522571.0,24859691.0,28249025.0,31691651.0,28872147.0,26007097.0,23095464.0,20136218.0,17128340.0,17064545.0,16999204.0,16932245.0,16863600.0,19344168.0,19143747.0,19020199.0,19057048.0,19596715.0,19712989.0,20419934.0,21220672.0,22135312.0,21889370.0,21588630.0,22060630.0,22744368.0,23638165.0,24629128.0,25243866.0,25148725.0,25069390.0,25004862.0,24954242.0,24916718.0,25733800.0,26564876.0,27410171.0,28269916.0,29144344.0,29925793.0,30789912.0,31672320.0,32573357.0,33493373.0,34567869.0,35665829.0,36787699.0,37933932.0,39104990.0,40094261.0,41103525.0,42133148.0,43183501.0,44254963.0,44968145.0,45692613.0,46428544.0,47176115.0,47935510.0,48381190.0,48829975.0,49281865.0,49736859.0,50194955.0,50316538.0,50431742.0,50540365.0,50642201.0,50737040.0,50475260.0,50196297.0,49899723.0,49585100.0,49251982.0,48401065.0,47516814.0,46598464.0,45645236.0,44656335.0,43472704.0,42247348.0,40979333.0,39667709.0,38311506.0,37208383.0,36067017.0,34886557.0,33666134.0,32404862.0,31632726.0,30832735.0,30004261.0,29146665.0,28259296.0,27837834.0,27399110.0,26942723.0,26468266.0,25975324.0,25767374.0,25548565.0,25318633.0,25077310.0,24824324.0,24675049.0,24516775.0,24349281.0,24172339.0,23985720.0,23844812.0,23695301.0,23536977.0,23369621.0,23193013.0
EnergyStart,Feedback,World,LCVFossil,13248912.0,13609691.0,13977376.0,14352148.0,14734214.0,15123807.0,15521191.0,15926660.0,16340541.0,16763195.0,17195021.0,17636451.0,18087958.0,18550055.0,19023295.0,19508270.0,20005618.0,20516017.0,21040189.0,21578901.0,22132962.0,22703228.0,23290598.0,23896017.0,24520475.0,25165009.0,25830701.0,26518679.0,27230119.0,27966242.0,28728320.0,29517672.0,30335664.0,31183716.0,32063295.0,32975923.0,33923174.0,34906677.0,35928116.0,36989235.0,38091836.0,39237783.0,40429002.0,41667489.0,42955303.0,44294579.0,45687521.0,47136414.0,48643619.0,50211582.0,51842833.0,53539995.0,55305781.0,57143004.0,59054577.0,61043520.0,63112960.0,65266142.0,67506430.0,69837310.0,72262401.0,74785454.0,77410364.0,80141168.0,82982060.0,85937389.0,89011672.0,92209597.0,95536030.0,98996025.0,102594830.0,106337892.0,110230870.0,114279642.0,118490312.0,122869219.0,127422950.0,132158345.0,137082512.0,142202833.0,147526980.0,152696658.0,157946268.0,163277184.0,168690765.0,174188365.0,187858891.0,201741059.0,215839085.0,230157149.0,244699399.0,252629332.0,260682322.0,268860179.0,277164708.0,285597719.0,296941558.0,308463107.0,320165046.0,332050055.0,396394394.0,400573641.0,406171028.0,415106562.0,435190405.0,446100035.0,454896827.0,465705823.0,478878420.0,467125045.0,454716010.0,459128803.0,468110447.0,481467211.0,496786857.0,504553821.0,505732694.0,507152501.0,508800605.0,510665706.0,512737676.0,526600913.0,540694645.0,555022530.0,569588277.0,584395651.0,595317368.0,607764283.0,620442640.0,633356476.0,646509893.0,662108570.0,678016677.0,694239811.0,710783666.0,727654035.0,742880849.0,758390917.0,774189180.0,790280661.0,806670465.0,819346429.0,832219081.0,845291442.0,858566578.0,872047603.0,881346837.0,890735801.0,900215187.0,909785692.0,919448012.0,922703263.0,925870354.0,928946188.0,931927605.0,934811369.0,929849010.0,924566179.0,918954899.0,913007033.0,906714281.0,889560354.0,871751209.0,853271902.0,834107197.0,814241567.0,784151791.0,753063814.0,720955639.0,687804848.0,653588597.0,616910584.0,579081796.0,540077261.0,499871532.0,458438684.0,431942530.0,404617727.0,376446310.0,347409973.0,317490064.0,301335633.0,284668588.0,267477770.0,249751807.0,231479112.0,223110386.0,214463058.0,205530983.0,196307899.0,186787422.0,181158625.0,175336387.0,169316405.0,163094296.0,156665590.0,148370629.0,139813690.0,130989076.0,121890985.0,112513502.0
EnergyStart,Feedback,France,LCVElec,134.0,138.0,143.0,147.0,152.0,156.0,161.0,166.0,171.0,176.0,182.0,187.0,193.0,199.0,205.0,211.0,217.0,224.0,231.0,238.0,245.0,253.0,261.0,269.0,277.0,286.0,295.0,305.0,315.0,325.0,336.0,347.0,359.0,371.0,384.0,397.0,411.0,426.0,441.0,457.0,474.0,492.0,510.0,529.0,549.0,570.0,592.0,615.0,639.0,665.0,691.0,719.0,748.0,779.0,811.0,844.0,879.0,916.0,955.0,995.0,1038.0,1082.0,1129.0,1178.0,1229.0,1282.0,1339.0,1397.0,1459.0,1524.0,1592.0,1663.0,1792.0,1930.0,1925.0,1986.0,2146.0,2175.0,2310.0,2333.0,2382.0,2431.0,2460.0,2495.0,2547.0,2556.0,2677.0,2769.0,2929.0,3010.0,3119.0,3217.0,3296.0,3343.0,3390.0,3434.0,3461.0,3550.0,3683.0,3719.0,4095.0,4810.0,5138.0,5327.0,5563.0,5500.0,5482.0,5753.0,5235.0,5546.0,5033.0,5406.0,8869.0,13936.0,17766.0,22138.0,31629.0,41262.0,51037.0,60957.0,71023.0,81237.0,91600.0,102115.0,112782.0,123603.0,134581.0,145716.0,157012.0,168468.0,180088.0,179092.0,178070.0,177023.0,175950.0,174850.0,175349.0,175846.0,176340.0,176831.0,177320.0,177806.0,178290.0,178771.0,179249.0,179724.0,180196.0,180665.0,181131.0,181593.0,182053.0,197372.0,212910.0,228671.0,244656.0,260869.0,277311.0,293986.0,310895.0,328042.0,345429.0,356313.0,367342.0,378516.0,389837.0,401306.0,412926.0,424698.0,436623.0,448704.0,460941.0,473337.0,485893.0,498611.0,511493.0,524540.0,537754.0,551137.0,564691.0,578417.0,592317.0,606394.0,620648.0,635083.0,649699.0,664499.0,679485.0,694658.0,710021.0,725576.0,741324.0,757268.0,773409.0,789750.0,806293.0,823040.0,839993.0,857154.0,874525.0,892109.0,909908.0
EnergyStart,Feedback,Africa,LCVElec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11280.0,22730.0,34352.0,46146.0,58116.0,166714.0,276940.0,388813.0,502350.0,617570.0,881705.0,1149771.0,1421815.0,1697879.0,1978010.0,2354587.0,2736709.0,3124437.0,3517835.0,3916965.0,4714289.0,5523367.0,6344332.0,7177316.0,8022454.0,9796744.0,11597232.0,13424212.0,15277978.0,17158831.0,19653507.0,22184686.0,24752776.0,27358186.0,30001335.0,33587869.0,37226582.0,40918054.0,44662872.0,48461631.0,53990477.0,59599634.0,65289997.0,71062467.0,76917958.0,85507547.0,94221814.0,103062148.0,112029950.0,121126636.0,133131436.0,145309717.0,157663409.0,170194459.0,182904834.0,198046595.0,213405471.0,228983868.0,244784219.0,260808977.0,277697091.0,294824157.0,312192810.0,329805714.0,347665558.0,367073684.0,386753713.0,406708636.0,426941470.0,447455264.0,470607577.0,494082403.0,517883280.0,542013783.0,566477518.0,595684065.0,625297348.0,655321828.0,685762011.0,716622448.0
EnergyStart,Feedback,ASEAN,LCVElec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,944.0,1903.0,2876.0,3863.0,4865.0,18948.0,33242.0,47750.0,62474.0,77416.0,136943.0,197359.0,258674.0,320900.0,384045.0,494069.0,605723.0,719026.0,833998.0,950655.0,1228783.0,1511035.0,1797457.0,2088097.0,2383000.0,3342698.0,4316677.0,5305097.0,6308119.0,7325908.0,9631112.0,11970527.0,14344537.0,16753530.0,19197897.0,22435558.0,25720765.0,29054052.0,32435954.0,35867014.0,40475528.0,45151239.0,49894897.0,54707259.0,59589088.0,66624483.0,73762189.0,81003346.0,88349106.0,95800632.0,105120239.0,114574425.0,124164684.0,133892528.0,143759482.0,153806399.0,163996114.0,174330204.0,184810264.0,195437903.0,206617901.0,217954800.0,229450328.0,241106226.0,252924256.0,262726436.0,272661580.0,282731132.0,292936552.0,303279313.0,310005756.0,316816127.0,323711305.0,330692181.0,337759652.0,342511968.0,347316615.0,352174109.0,357084975.0,362049740.0,365793756.0,369573588.0,373389562.0,377242009.0,381131259.0
EnergyStart,Feedback,China,LCVElec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43831.0,88321.0,133477.0,179305.0,225815.0,456562.0,690763.0,928455.0,1169679.0,1414474.0,1731348.0,2052901.0,2379187.0,2710257.0,3046167.0,3661895.0,4286701.0,4920685.0,5563949.0,6216598.0,7397300.0,8595385.0,9811049.0,11044488.0,12295899.0,14506130.0,16748865.0,19024468.0,21333305.0,23675749.0,27763383.0,31911078.0,36119505.0,40389344.0,44721280.0,50403891.0,56169333.0,62018530.0,67952414.0,73971928.0,82287075.0,90722944.0,99280880.0,107962239.0,116768394.0,125580209.0,134517792.0,143582535.0,152775845.0,162099141.0,170396197.0,178808732.0,187338013.0,195985321.0,204751946.0,211675777.0,218692058.0,225801785.0,233005966.0,240305619.0,245973928.0,251713821.0,257526055.0,263411393.0,269370604.0,274034190.0,278752631.0,283526488.0,288356326.0,293242718.0,295102336.0,296973347.0,298855816.0,300749811.0,302655398.0,302335993.0,301994720.0,301631269.0,301245326.0,300836574.0,300012912.0,299159911.0,298277177.0,297364312.0,296420912.0
