TU,Region,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
LCVHydrogen,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BusFossil,France,34080.0,34864.0,35664.0,36480.0,37312.0,38160.0,39024.0,39912.0,40816.0,41744.0,42688.0,43664.0,44664.0,45696.0,46760.0,47848.0,48976.0,50144.0,51352.0,52592.0,53888.0,55224.0,56608.0,58048.0,59544.0,61104.0,62720.0,64408.0,66168.0,67992.0,69904.0,71896.0,73968.0,76144.0,78408.0,80768.0,83240.0,85824.0,88520.0,91344.0,94296.0,97376.0,100608.0,103976.0,107512.0,111200.0,115064.0,119104.0,123336.0,127760.0,132384.0,137224.0,142296.0,147592.0,153136.0,158944.0,165008.0,171360.0,178008.0,184952.0,192224.0,199832.0,207792.0,216112.0,224816.0,233928.0,243448.0,253416.0,263832.0,274728.0,286128.0,298048.0,320184.0,343864.0,342136.0,351840.0,379184.0,383192.0,405968.0,408792.0,416272.0,423624.0,427592.0,432352.0,440192.0,440648.0,460224.0,474800.0,500928.0,513256.0,530512.0,545640.0,557688.0,564064.0,570472.0,576456.0,579320.0,592704.0,613232.0,617664.0,684816.0,699992.0,692168.0,704024.0,715784.0,729064.0,745888.0,765696.0,759696.0,741000.0,716096.0,730688.0,740688.0,779616.0,801344.0,818432.0,831360.0,844392.0,857536.0,870784.0,884144.0,897616.0,911208.0,924904.0,938712.0,952640.0,966680.0,980832.0,995104.0,1009496.0,1024008.0,1002072.0,979888.0,957472.0,934800.0,911880.0,863568.0,814752.0,765424.0,715592.0,665248.0,614392.0,563008.0,511096.0,458664.0,405696.0,352192.0,298144.0,243552.0,188416.0,132720.0,128672.0,124584.0,120448.0,116272.0,112048.0,107776.0,103464.0,99104.0,94704.0,90248.0,91736.0,93232.0,94736.0,96264.0,97792.0,99344.0,100904.0,102472.0,104056.0,105656.0,107272.0,108896.0,110536.0,112184.0,113856.0,115536.0,117224.0,118936.0,120656.0,122392.0,124144.0,125912.0,127688.0,129480.0,131288.0,133112.0,134952.0,136800.0,138672.0,140552.0,142456.0,144368.0,146296.0,148240.0,150200.0,152176.0,154168.0,156176.0,158200.0,160240.0
BusElec,France,48.0,48.0,48.0,56.0,56.0,56.0,56.0,56.0,56.0,64.0,64.0,64.0,64.0,64.0,72.0,72.0,72.0,72.0,72.0,80.0,80.0,80.0,80.0,88.0,88.0,88.0,96.0,96.0,96.0,104.0,104.0,112.0,112.0,112.0,120.0,120.0,128.0,128.0,136.0,136.0,144.0,152.0,152.0,160.0,168.0,168.0,176.0,184.0,192.0,200.0,208.0,216.0,224.0,232.0,240.0,248.0,264.0,272.0,280.0,296.0,304.0,320.0,336.0,352.0,360.0,376.0,392.0,416.0,432.0,448.0,472.0,488.0,528.0,568.0,568.0,584.0,632.0,640.0,680.0,688.0,704.0,712.0,720.0,736.0,752.0,752.0,784.0,816.0,864.0,888.0,920.0,944.0,968.0,984.0,992.0,1008.0,1016.0,1040.0,1080.0,1096.0,1176.0,1312.0,1464.0,1584.0,1704.0,1688.0,1648.0,1600.0,1552.0,1472.0,1384.0,1304.0,1448.0,2104.0,2432.0,2832.0,4984.0,7168.0,9392.0,11656.0,13952.0,16280.0,18656.0,21064.0,23512.0,25992.0,28520.0,31088.0,33696.0,36336.0,39032.0,39104.0,39176.0,39240.0,39312.0,39376.0,39704.0,40040.0,40376.0,40712.0,41048.0,41392.0,41736.0,42088.0,42432.0,42792.0,43144.0,43504.0,43872.0,44232.0,44600.0,44592.0,44576.0,44560.0,44536.0,44512.0,44480.0,44448.0,44408.0,44368.0,44328.0,44304.0,44280.0,44248.0,44216.0,44176.0,44136.0,44096.0,44048.0,43992.0,43936.0,43880.0,43816.0,43744.0,43672.0,43600.0,43520.0,43432.0,43344.0,43256.0,43152.0,43056.0,42944.0,42832.0,42720.0,42600.0,42472.0,42344.0,42200.0,42064.0,41920.0,41768.0,41608.0,41448.0,41280.0,41104.0,40920.0,40736.0,40544.0,40352.0,40144.0
BusHydrogen,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TruckFossil,France,176790.0,182760.0,188890.0,195200.0,201680.0,208340.0,215190.0,222240.0,229490.0,236950.0,244640.0,252550.0,260720.0,269130.0,277820.0,286790.0,296050.0,305630.0,315530.0,325780.0,336400.0,347400.0,358810.0,370650.0,382940.0,395700.0,408970.0,422770.0,437130.0,452080.0,467650.0,483880.0,500790.0,518430.0,536840.0,556050.0,576110.0,597070.0,618960.0,641830.0,665750.0,690750.0,716900.0,744250.0,772860.0,802800.0,834120.0,866920.0,901240.0,937170.0,974790.0,1014170.0,1055420.0,1098610.0,1143840.0,1191200.0,1240810.0,1292770.0,1347200.0,1404200.0,1463910.0,1526450.0,1591960.0,1660590.0,1732470.0,1807770.0,1886650.0,1969280.0,2055830.0,2146490.0,2241470.0,2340950.0,2521320.0,2714670.0,2707890.0,2791630.0,3016030.0,3055320.0,3244760.0,3275160.0,3343030.0,3410100.0,3450130.0,3496630.0,3568240.0,3580060.0,3747610.0,3875040.0,4097440.0,4207580.0,4358670.0,4492850.0,4602120.0,4664900.0,4728120.0,4788060.0,4822150.0,4944140.0,5126310.0,5174290.0,5235180.0,5421910.0,5568480.0,5672380.0,5851720.0,5962140.0,6067820.0,6182240.0,6325570.0,6349370.0,6580650.0,6498540.0,6381680.0,6323040.0,6331950.0,6249250.0,5991030.0,5728930.0,5462890.0,5192890.0,4918870.0,4640800.0,4358630.0,4072310.0,3781810.0,3487080.0,3188070.0,2884740.0,2577050.0,2264940.0,1948380.0,1980630.0,2013250.0,2046220.0,2079550.0,2113240.0,2182130.0,2251880.0,2322490.0,2393970.0,2466330.0,2539580.0,2613730.0,2688790.0,2764760.0,2841660.0,2919490.0,2998270.0,3078000.0,3158700.0,3240360.0,3204090.0,3167150.0,3129540.0,3091260.0,3052300.0,3012650.0,2972300.0,2931240.0,2889470.0,2846980.0,2812070.0,2776550.0,2740390.0,2703600.0,2666160.0,2628070.0,2589330.0,2549920.0,2509840.0,2469080.0,2427630.0,2385490.0,2342650.0,2299090.0,2254820.0,2209820.0,2164090.0,2117620.0,2070390.0,2022410.0,1973670.0,1924140.0,1873840.0,1822740.0,1770850.0,1718140.0,1664620.0,1610270.0,1555090.0,1499060.0,1442180.0,1384440.0,1325830.0,1266330.0,1205950.0,1144660.0,1082470.0,1019360.0,955310.0,890330.0
TruckElec,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2690.0,5430.0,8200.0,11000.0,13850.0,16740.0,19660.0,22630.0,25630.0,28680.0,31760.0,34890.0,38060.0,41270.0,44530.0,44260.0,43980.0,43700.0,43410.0,43110.0,43210.0,43310.0,43410.0,43500.0,43600.0,43690.0,43790.0,43880.0,43970.0,44070.0,44160.0,44250.0,44340.0,44420.0,44510.0,48230.0,52000.0,55810.0,59680.0,63600.0,67570.0,71600.0,75670.0,79800.0,83980.0,86580.0,89210.0,91870.0,94570.0,97290.0,100050.0,102850.0,105680.0,108540.0,111440.0,114370.0,117340.0,120340.0,123380.0,126460.0,129570.0,132720.0,135910.0,139130.0,142400.0,145700.0,149040.0,152420.0,155840.0,159300.0,162800.0,166340.0,169930.0,173550.0,177220.0,180930.0,184680.0,188480.0,192320.0,196200.0,200130.0,204110.0,208130.0,212190.0,216300.0
TruckHydrogen,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TTWFossil,Africa,2914040.0,2972350.0,3031690.0,3092090.0,3153572.0,3216170.0,3279918.0,3344856.0,3411020.0,3478462.0,3547230.0,3617378.0,3688966.0,3762058.0,3836722.0,3913032.0,3991066.0,4070910.0,4152648.0,4236380.0,4322200.0,4410212.0,4500528.0,4593262.0,4688530.0,4786458.0,4887174.0,4990812.0,5097510.0,5207410.0,5320662.0,5437416.0,5557828.0,5682060.0,5810278.0,5942650.0,6079352.0,6220562.0,6366464.0,6517244.0,6673098.0,6834218.0,7000810.0,7173080.0,7351240.0,7535508.0,7726104.0,7923256.0,8127202.0,8338178.0,8556432.0,8782218.0,9015792.0,9257420.0,9507380.0,9765950.0,10033418.0,10310084.0,10596252.0,10892238.0,11198364.0,11514966.0,11842384.0,12180974.0,12531100.0,12893138.0,13267474.0,13654510.0,14054656.0,14468338.0,14895992.0,15338074.0,15795048.0,16267394.0,16755614.0,17260216.0,17781734.0,18320712.0,18877718.0,19453332.0,20048158.0,20961124.0,21876924.0,22795706.0,23717606.0,24642756.0,25574648.0,26510040.0,27449044.0,28391768.0,29338314.0,30401420.0,31468840.0,32540688.0,33617062.0,34698062.0,36007518.0,37322486.0,38643090.0,39969438.0,41544502.0,40445026.0,38619712.0,40521998.0,39972370.0,40853340.0,44825996.0,49700072.0,53484088.0,56142758.0,60680166.0,63195218.0,65370404.0,64703928.0,64479674.0,63991076.0,65937320.0,67899062.0,69876412.0,71869472.0,73878354.0,75389976.0,76913264.0,78448302.0,79995166.0,81553936.0,81390690.0,81224718.0,81055998.0,80884506.0,80710216.0,82099166.0,83498664.0,84908780.0,86329584.0,87761150.0,89317232.0,90885192.0,92465112.0,94057072.0,95661152.0,97127914.0,98605678.0,100094514.0,101594498.0,103105704.0,104177848.0,105257488.0,106344674.0,107439452.0,108541874.0,108106020.0,107664582.0,107217512.0,106764766.0,106306302.0,106210418.0,106111906.0,106010740.0,105906898.0,105800354.0,103966986.0,102115950.0,100247112.0,98360346.0,96455516.0,93726140.0,90971444.0,88191244.0,85385356.0,82553596.0,79536702.0,76492176.0,73419818.0,70319430.0,67190808.0,63526934.0,59830008.0,56099790.0,52336044.0,48538528.0,45843016.0,43123154.0,40378768.0,37609682.0,34815718.0,33198660.0,31566868.0,29920234.0,28258652.0,26582014.0,25194648.0,23794674.0,22382002.0,20956540.0,19518194.0,18631246.0,17736178.0,16832930.0,15921444.0,15001662.0
TTWElec,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2962.0,5932.0,8910.0,11896.0,14894.0,20884.0,26894.0,32924.0,38976.0,48208.0,41548.0,35034.0,32348.0,27946.0,24856.0,25484.0,26516.0,26882.0,26672.0,27328.0,27158.0,26862.0,25474.0,24362.0,23242.0,320314.0,619910.0,922046.0,1226742.0,1534014.0,4517066.0,7525488.0,10559458.0,13619158.0,16704768.0,22062414.0,27465496.0,32914334.0,38409252.0,43950568.0,50429814.0,56963736.0,63552714.0,70197134.0,76897388.0,84811330.0,92791806.0,100839282.0,108954226.0,117137108.0,127575552.0,138101666.0,148716066.0,159419366.0,170212188.0,185844968.0,201609388.0,217506370.0,233536844.0,249701744.0,273903794.0,298310274.0,322922612.0,347742254.0,372770650.0,398617656.0,424681600.0,450964002.0,477466386.0,504190290.0,540340596.0,576795172.0,613556148.0,650625668.0,688005886.0,732916736.0,778205226.0,823873996.0,869925704.0,916363026.0,963750858.0,1011534590.0,1059716982.0,1108300812.0,1157288876.0,1213483058.0,1270146298.0,1327281868.0,1384893058.0,1442983180.0,1498227036.0,1553927488.0,1610087704.0,1666710876.0,1723800214.0,1773126166.0,1822852846.0,1872983022.0,1923519468.0,1974464986.0,2020875886.0,2067658218.0,2114814524.0,2162347366.0,2210259320.0,2253039816.0,2296156292.0,2339611036.0,2383406340.0,2427544520.0
TTWHydrogen,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14296.0,28716.0,43258.0,57924.0,72716.0,157360.0,242728.0,328824.0,415656.0,503226.0,631316.0,760496.0,890774.0,1022160.0,1154662.0,1579610.0,2008194.0,2440440.0,2876374.0,3316024.0,5524664.0,7752290.0,9999032.0,12265028.0,14550412.0,18464836.0,22412824.0,26394614.0,30410444.0,34460554.0,39657496.0,44898828.0,50184862.0,55515912.0,60892294.0,67534324.0,74232904.0,80988432.0,87801308.0,94671934.0,101017712.0,107416988.0,113870136.0,120377536.0,126939564.0,133052216.0,139215874.0,145430892.0,151697628.0,158016442.0,163657280.0,169344554.0,175078588.0,180859702.0,186688224.0,191446636.0,196243348.0,201078626.0,205952732.0,210865932.0,215550496.0,220272348.0,225031742.0,229828934.0,234664184.0,239272130.0,243916324.0,248597014.0,253314448.0,258068876.0
PLDVFossil,Africa,1840008.0,1897520.0,1956468.0,2016912.0,2078900.0,2142492.0,2207756.0,2274764.0,2343592.0,2414320.0,2487048.0,2561872.0,2638900.0,2718248.0,2800036.0,2884400.0,2971476.0,3061420.0,3154392.0,3250556.0,3350100.0,3453212.0,3560092.0,3670952.0,3786016.0,3905520.0,4029708.0,4158848.0,4293208.0,4433072.0,4578740.0,4730532.0,4888768.0,5053796.0,5225972.0,5405676.0,5593300.0,5789252.0,5993960.0,6207876.0,6431460.0,6665212.0,6909632.0,7165260.0,7432648.0,7712384.0,8005072.0,8311348.0,8631876.0,8967352.0,9318496.0,9686068.0,10070860.0,10473700.0,10895452.0,11337020.0,11799352.0,12283432.0,12790300.0,13321032.0,13876764.0,14458672.0,15068000.0,15706036.0,16374140.0,17073720.0,17806264.0,18573320.0,19376508.0,20217528.0,21098152.0,22020236.0,22985732.0,23996664.0,25055168.0,26163468.0,27323896.0,28538888.0,29811004.0,31142912.0,32537408.0,34488236.0,36491760.0,38549388.0,40662544.0,42832668.0,45067164.0,47361760.0,49717968.0,52137332.0,54621416.0,57384336.0,60221640.0,63135160.0,66126752.0,69198296.0,72804000.0,76507500.0,80311164.0,84217400.0,87252624.0,91779204.0,98820888.0,107226780.0,116486720.0,125694568.0,135995256.0,145920396.0,158452696.0,164704444.0,180238128.0,194110780.0,200312544.0,221656640.0,224596168.0,227373220.0,236929804.0,246729560.0,256777760.0,267079772.0,277641080.0,286377892.0,295319976.0,304471616.0,313837176.0,323421112.0,326131104.0,328846812.0,331567740.0,334293400.0,337023268.0,346367944.0,355922388.0,365690876.0,375677764.0,385887496.0,396765276.0,407888812.0,419263124.0,430893340.0,442784680.0,454088940.0,465638388.0,477437924.0,489492548.0,501807352.0,514598872.0,527667652.0,541019232.0,554659264.0,568593496.0,572388832.0,576163924.0,579917208.0,583647076.0,587351884.0,593096748.0,598877716.0,604694516.0,610546856.0,616434428.0,611963100.0,607201448.0,602141484.0,596775052.0,591093808.0,579906796.0,568225736.0,556037916.0,543330348.0,530089768.0,515234516.0,499785460.0,483727660.0,467045868.0,449724500.0,428069100.0,405626968.0,382378804.0,358304892.0,333385104.0,316116188.0,298226068.0,279699536.0,260521080.0,240674840.0,229757444.0,218440016.0,206712716.0,194565500.0,181988108.0,171598440.0,160839568.0,149702492.0,138178016.0,126256756.0,119007680.0,111501184.0,103730988.0,95690684.0,87373724.0
PLDVElec,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1204.0,2408.0,3608.0,4808.0,6004.0,8396.0,10788.0,13176.0,15560.0,17940.0,16732.0,15528.0,14324.0,13124.0,11924.0,12152.0,12120.0,12084.0,12040.0,12016.0,11956.0,11884.0,11816.0,11700.0,11588.0,162172.0,312528.0,462884.0,613244.0,763600.0,2238968.0,3714340.0,5189712.0,6665084.0,8140452.0,10705656.0,13270860.0,15836060.0,18401264.0,20966464.0,23955004.0,26943540.0,29932080.0,32920616.0,35909156.0,39435896.0,42962636.0,46489380.0,50016120.0,53542860.0,58065064.0,62587268.0,67109472.0,71631676.0,76153884.0,84382548.0,92611216.0,100839884.0,109068548.0,117297216.0,128114124.0,138931036.0,149747944.0,160564852.0,171381760.0,182477180.0,193572596.0,204668012.0,215763428.0,226858844.0,242077440.0,257296036.0,272514628.0,287733224.0,302951820.0,321334920.0,339718020.0,358101124.0,376484224.0,394867324.0,413491636.0,432115952.0,450740264.0,469364576.0,487988888.0,509467716.0,530946544.0,552425368.0,573904196.0,595383024.0,615494440.0,635605856.0,655717272.0,675828688.0,695940100.0,712742192.0,729544280.0,746346368.0,763148460.0,779950548.0,794807184.0,809663820.0,824520460.0,839377096.0,854233732.0,866968904.0,879704076.0,892439252.0,905174424.0,917909596.0
PLDVPlugInHybrid,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0,540.0,820.0,1104.0,1392.0,1964.0,2552.0,3144.0,3752.0,4372.0,4120.0,3860.0,3596.0,3328.0,3056.0,3084.0,3116.0,3144.0,3176.0,3204.0,3236.0,3268.0,3264.0,3164.0,2864.0,37036.0,67292.0,94276.0,124900.0,155520.0,456008.0,756496.0,1056984.0,1357472.0,1657956.0,2180408.0,2702860.0,3225312.0,3747764.0,4270216.0,4878888.0,5487560.0,6096232.0,6704904.0,7313580.0,8031864.0,8750152.0,9468440.0,10186728.0,10905016.0,11826048.0,12747080.0,13668112.0,14589144.0,15510176.0,13298948.0,11087720.0,8876488.0,6665260.0,4454028.0,4864772.0,5275512.0,5686256.0,6096996.0,6507736.0,6929056.0,7350372.0,7771688.0,8193004.0,8614324.0,9192204.0,9770088.0,10347972.0,10925856.0,11503736.0,12201784.0,12899828.0,13597876.0,14295924.0,14993968.0,15701172.0,16408380.0,17115584.0,17822792.0,18529996.0,19345592.0,20161192.0,20976788.0,21792388.0,22607984.0,23371660.0,24135332.0,24899008.0,25662680.0,26426356.0,27064368.0,27702376.0,28340388.0,28978400.0,29616412.0,30180552.0,30744692.0,31308828.0,31872968.0,32437108.0,32920688.0,33404272.0,33887852.0,34371436.0,34855016.0
