TU,Region,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
TruckFossil,LatinAmerica,383270.0,392410.0,401680.0,411090.0,420660.0,430370.0,440250.0,450290.0,460510.0,470920.0,481510.0,492320.0,503340.0,514600.0,526100.0,537860.0,549890.0,562220.0,574860.0,587830.0,601150.0,614850.0,628930.0,643430.0,658370.0,673780.0,689680.0,706090.0,723050.0,740590.0,758730.0,777510.0,796950.0,817090.0,837970.0,859610.0,882060.0,905350.0,929520.0,954610.0,980650.0,1007700.0,1035780.0,1064960.0,1095270.0,1126760.0,1159470.0,1193460.0,1228790.0,1265490.0,1303630.0,1343260.0,1384450.0,1427240.0,1471710.0,1517920.0,1565940.0,1615820.0,1667650.0,1721500.0,1777450.0,1835570.0,1895940.0,1958650.0,2023790.0,2091450.0,2161710.0,2234690.0,2310480.0,2389180.0,2470900.0,2555750.0,2643850.0,2735330.0,2830300.0,2928890.0,3031240.0,3137490.0,3247780.0,3362260.0,3481090.0,3470200.0,3459390.0,3448630.0,3437910.0,3427210.0,3679420.0,3934620.0,4192880.0,4454240.0,4718770.0,4978950.0,5242310.0,5508920.0,5778810.0,6052050.0,6295920.0,6542820.0,6792810.0,7045900.0,7014170.0,7374360.0,7736070.0,8123360.0,8004430.0,8321930.0,8628220.0,8837320.0,9860290.0,11436120.0,11650420.0,11684560.0,12437780.0,12483480.0,12865500.0,13300650.0,13494820.0,13691040.0,13889340.0,14089730.0,14292240.0,14630870.0,14973510.0,15320200.0,15670980.0,16025900.0,16264970.0,16506590.0,16750780.0,16997560.0,17246960.0,17640140.0,18037940.0,18440420.0,18847620.0,19259590.0,19607540.0,19959400.0,20315200.0,20674980.0,21038770.0,21211310.0,21385220.0,21560520.0,21737230.0,21915360.0,21929340.0,21942450.0,21954690.0,21966040.0,21976490.0,21826530.0,21673420.0,21517140.0,21357630.0,21194880.0,20872620.0,20544870.0,20211550.0,19872620.0,19528000.0,19006970.0,18477770.0,17940300.0,17394470.0,16840190.0,16257540.0,15665980.0,15065420.0,14455760.0,13836910.0,13295280.0,12745460.0,12187360.0,11620900.0,11045980.0,10712540.0,10373930.0,10030100.0,9681000.0,9326570.0,9127550.0,8925330.0,8719850.0,8511090.0,8299010.0,8175450.0,8049770.0,7921950.0,7791970.0,7659800.0,7578490.0,7495680.0,7411350.0,7325490.0,7238090.0,7162510.0,7085540.0,7007150.0,6927330.0,6846070.0
TruckElec,LatinAmerica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3060.0,6160.0,9300.0,12490.0,15720.0,35800.0,56150.0,76790.0,97710.0,118910.0,169310.0,220390.0,272180.0,324680.0,377890.0,514460.0,652910.0,793250.0,935520.0,1079720.0,1430460.0,1786020.0,2146450.0,2511800.0,2882120.0,3487220.0,4100580.0,4722290.0,5352440.0,5991110.0,6816960.0,7653990.0,8502310.0,9362050.0,10233320.0,11422150.0,12626990.0,13848020.0,15085400.0,16339290.0,17920540.0,19522970.0,21146780.0,22792210.0,24459470.0,26210720.0,27985110.0,29782880.0,31604280.0,33449530.0,34994830.0,36559980.0,38145180.0,39750630.0,41376540.0,42322330.0,43279260.0,44247440.0,45226980.0,46217990.0,46734280.0,47255520.0,47781740.0,48313000.0,48849320.0,49111700.0,49375370.0,49640330.0,49906590.0,50174160.0,50264020.0,50352710.0,50440200.0,50526490.0,50611540.0,50600230.0,50586320.0,50569780.0,50550570.0,50528650.0
TruckHydrogen,LatinAmerica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6810.0,13710.0,20710.0,27800.0,34990.0,97100.0,160070.0,223910.0,288630.0,354240.0,614110.0,877580.0,1144670.0,1415440.0,1689910.0,2218790.0,2754940.0,3298420.0,3849320.0,4407720.0,5154350.0,5911150.0,6678200.0,7455630.0,8243530.0,9111900.0,9991940.0,10883760.0,11787480.0,12703230.0,13634900.0,14578890.0,15535340.0,16504360.0,17486100.0,18379530.0,19284530.0,20201210.0,21129700.0,22070100.0,22945430.0,23831850.0,24729480.0,25638430.0,26558800.0,27288380.0,28026810.0,28774180.0,29530580.0,30296100.0,30959990.0,31631630.0,32311120.0,32998510.0,33693900.0,34343920.0,35001350.0,35666250.0,36338700.0,37018760.0,37697490.0,38383860.0,39077940.0,39779820.0,40489550.0,41264900.0,42049060.0,42842120.0,43644170.0,44455290.0
TTWFossil,MiddleEast,2703116.0,2757204.0,2812250.0,2868278.0,2925310.0,2983378.0,3042512.0,3102748.0,3164124.0,3226684.0,3290474.0,3355544.0,3421952.0,3489752.0,3559012.0,3629798.0,3702184.0,3776248.0,3852072.0,3929740.0,4009350.0,4090992.0,4174770.0,4260792.0,4349164.0,4440004.0,4533430.0,4629566.0,4728542.0,4830488.0,4935542.0,5043844.0,5155540.0,5270780.0,5389718.0,5512508.0,5639316.0,5770304.0,5905646.0,6045512.0,6190084.0,6339544.0,6494078.0,6653878.0,6819142.0,6990070.0,7166872.0,7349754.0,7538938.0,7734644.0,7937100.0,8146542.0,8363208.0,8587348.0,8819216.0,9059070.0,9307178.0,9563818.0,9829274.0,10103834.0,10387802.0,10681488.0,10985206.0,11299288.0,11624072.0,11959904.0,12307146.0,12666168.0,13037350.0,13421088.0,13817788.0,14227870.0,14651768.0,15089926.0,15542806.0,16010884.0,16494654.0,16994620.0,17511308.0,18045258.0,18597030.0,20507914.0,22422952.0,24342518.0,26266966.0,28196630.0,29032676.0,29872240.0,30715408.0,31562260.0,32412878.0,34031920.0,35656922.0,37288070.0,38925546.0,40569524.0,42338264.0,44114198.0,45897496.0,47688320.0,49777818.0,50971266.0,50833616.0,55394920.0,56492030.0,59464986.0,65333646.0,72521370.0,78122644.0,82080592.0,88786436.0,92067560.0,94860044.0,93551502.0,92914418.0,91923896.0,94084996.0,96262968.0,98457928.0,100669992.0,102899276.0,105112532.0,107342958.0,109590668.0,111855784.0,114138420.0,112639744.0,111126416.0,109598326.0,108055368.0,106497428.0,104909724.0,103306694.0,101688224.0,100054200.0,98404508.0,96290914.0,94157580.0,92004366.0,89831124.0,87637710.0,84664570.0,81664444.0,78637138.0,75582456.0,72500200.0,70422340.0,68325390.0,66209210.0,64073662.0,61918606.0,60301784.0,58669978.0,57023084.0,55360990.0,53683588.0,51776764.0,49852560.0,47910850.0,45951510.0,43974410.0,41750392.0,39506376.0,37242218.0,34957778.0,32652906.0,31247196.0,29828736.0,28397436.0,26953204.0,25495948.0,24533938.0,23563132.0,22583466.0,21594876.0,20597298.0,19900216.0,19196710.0,18486732.0,17770238.0,17047180.0,16355906.0,15658306.0,14954336.0,14243950.0,13527102.0,13116484.0,12702042.0,12283748.0,11861576.0,11435496.0,11227944.0,11018374.0,10806774.0,10593124.0,10377414.0,10288206.0,10198032.0,10106884.0,10014758.0,9921644.0
TTWElec,MiddleEast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379738.0,762702.0,1148912.0,1538396.0,1931174.0,5071754.0,8239040.0,11433220.0,14654482.0,17903016.0,24927874.0,32012374.0,39156936.0,46361980.0,53627932.0,63386310.0,73227240.0,83151302.0,93159076.0,103251154.0,114731612.0,126308726.0,137983170.0,149755628.0,161626786.0,177162786.0,192829482.0,208627790.0,224558628.0,240622926.0,255628324.0,270758784.0,286015182.0,301398394.0,316909304.0,329323626.0,341839628.0,354458012.0,367179486.0,380004766.0,394106280.0,408323160.0,422656202.0,437106210.0,451673992.0,467596298.0,483648710.0,499832122.0,516147440.0,532595578.0,545283102.0,558071514.0,570961504.0,583953768.0,597049002.0,606554304.0,616131898.0,625782270.0,635505906.0,645303298.0,652741986.0,660234244.0,667780420.0,675380868.0,683035942.0,689455752.0,695919652.0,702427922.0,708980846.0,715578706.0,720772056.0,725998252.0,731257496.0,736549986.0,741875926.0,744324932.0,746782322.0,749248124.0,751722362.0,754205062.0,755813864.0,757423442.0,759033766.0,760644806.0,762256530.0
TTWHydrogen,MiddleEast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12990.0,26090.0,39302.0,52628.0,66064.0,94240.0,122656.0,151312.0,180212.0,209354.0,256722.0,304490.0,352664.0,401244.0,450234.0,594600.0,740196.0,887030.0,1035110.0,1184448.0,1322190.0,1461094.0,1601170.0,1742424.0,1884866.0,2128446.0,2374090.0,2621814.0,2871630.0,3123554.0,4168256.0,5221910.0,6284582.0,7356334.0,8437230.0,10610152.0,12801700.0,15012006.0,17241200.0,19489416.0,21868888.0,24268620.0,26688756.0,29129438.0,31590810.0,34077872.0,36585958.0,39115214.0,41665792.0,44237838.0,46370964.0,48521860.0,50690650.0,52877458.0,55082408.0,56940218.0,58813242.0,60701588.0,62605362.0,64524670.0,66388840.0,68268142.0,70162680.0,72072558.0,73997884.0,75670442.0,77356318.0,79055600.0,80768380.0,82494752.0,83938514.0,85393462.0,86859668.0,88337212.0,89826166.0,91363594.0,92912914.0,94474204.0,96047546.0,97633020.0
PLDVFossil,MiddleEast,1706824.0,1760172.0,1814856.0,1870924.0,1928424.0,1987416.0,2047956.0,2110112.0,2173956.0,2239568.0,2307032.0,2376440.0,2447892.0,2521496.0,2597364.0,2675620.0,2756396.0,2839828.0,2926068.0,3015276.0,3107612.0,3203260.0,3302404.0,3405240.0,3511976.0,3622828.0,3738032.0,3857820.0,3982456.0,4112196.0,4247324.0,4388124.0,4534908.0,4687992.0,4847708.0,5014404.0,5188444.0,5370212.0,5560104.0,5758536.0,5965940.0,6182768.0,6409500.0,6646624.0,6894660.0,7154144.0,7425648.0,7709756.0,8007084.0,8318276.0,8644004.0,8984972.0,9341912.0,9715592.0,10106816.0,10516424.0,10945288.0,11394332.0,11864512.0,12356828.0,12872332.0,13412124.0,13977348.0,14569200.0,15188944.0,15837888.0,16517408.0,17228944.0,17973996.0,18754140.0,19571024.0,20426364.0,21321976.0,22259736.0,23241620.0,24269700.0,25346132.0,26473184.0,27653220.0,28888720.0,30182280.0,33742548.0,37402560.0,41165176.0,45033280.0,49009812.0,51160836.0,53368528.0,55634276.0,57959480.0,60345572.0,64237192.0,68236520.0,72346280.0,76569248.0,80908244.0,85604924.0,90430796.0,95389028.0,100482852.0,104546056.0,115667320.0,130075680.0,146584164.0,164629572.0,182959028.0,198213880.0,212925728.0,231448808.0,240799104.0,263723720.0,282796876.0,290678376.0,320481668.0,323641988.0,326625788.0,338075448.0,349803208.0,361814972.0,374116748.0,386714668.0,399346072.0,412277840.0,425516276.0,439067808.0,452938988.0,451652480.0,450215124.0,448622520.0,446870176.0,444953480.0,442664460.0,440195212.0,437540660.0,434695616.0,431654776.0,426316120.0,420705156.0,414814684.0,408637332.0,402165576.0,391545616.0,380495472.0,369004296.0,357061004.0,344654268.0,340610664.0,336356484.0,331886136.0,327193904.0,322273940.0,317146312.0,311779692.0,306167864.0,300304472.0,294183024.0,286576632.0,278660628.0,270427200.0,261868352.0,252975928.0,242360676.0,231351832.0,219939684.0,208114320.0,195865604.0,189032320.0,181937608.0,174574964.0,166937744.0,159019168.0,154254432.0,149301920.0,144156932.0,138814660.0,133270188.0,129737780.0,126062404.0,122240460.0,118268260.0,114142044.0,110165740.0,106037272.0,101752848.0,97308608.0,92700596.0,90413572.0,88032416.0,85554752.0,82978140.0,80300092.0,79425428.0,78503812.0,77533988.0,76514676.0,75444564.0,75471892.0,75481640.0,75473264.0,75446184.0,75399828.0
PLDVElec,MiddleEast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192260.0,384520.0,576776.0,769036.0,961296.0,2513912.0,4066528.0,5619144.0,7171760.0,8724376.0,12096104.0,15467832.0,18839560.0,22211288.0,25583016.0,30109556.0,34636092.0,39162628.0,43689168.0,48215704.0,53348344.0,58480980.0,63613620.0,68746260.0,73878900.0,80634328.0,87389756.0,94145184.0,100900612.0,107656040.0,115898416.0,124140792.0,132383168.0,140625544.0,148867920.0,154035868.0,159203812.0,164371760.0,169539708.0,174707656.0,180411984.0,186116312.0,191820644.0,197524972.0,203229300.0,209487340.0,215745384.0,222003424.0,228261464.0,234519504.0,239070132.0,243620764.0,248171392.0,252722020.0,257272648.0,260238556.0,263204464.0,266170372.0,269136284.0,272102192.0,274046652.0,275991112.0,277935572.0,279880032.0,281824492.0,283238904.0,284653312.0,286067720.0,287482132.0,288896540.0,289728200.0,290559864.0,291391524.0,292223184.0,293054848.0,292741780.0,292428712.0,292115644.0,291802576.0,291489508.0,290836900.0,290184292.0,289531684.0,288879076.0,288226468.0
PLDVPlugInHybrid,MiddleEast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43904.0,82792.0,117472.0,156628.0,195784.0,512004.0,828224.0,1144444.0,1460664.0,1776884.0,2463600.0,3150316.0,3837032.0,4523748.0,5210464.0,6132380.0,7054296.0,7976208.0,8898124.0,9820040.0,10865400.0,11910756.0,12956116.0,14001476.0,15046832.0,16422704.0,17798576.0,19174444.0,20550316.0,21926188.0,18671516.0,15416848.0,12162176.0,8907508.0,5652836.0,5849076.0,6045312.0,6241552.0,6437792.0,6634028.0,6850636.0,7067240.0,7283844.0,7500452.0,7717056.0,7954688.0,8192320.0,8429952.0,8667584.0,8905212.0,9078012.0,9250808.0,9423604.0,9596404.0,9769200.0,9881824.0,9994444.0,10107068.0,10219688.0,10332312.0,10406144.0,10479980.0,10553816.0,10627652.0,10701488.0,10755196.0,10808904.0,10862612.0,10916320.0,10970028.0,11001608.0,11033188.0,11064768.0,11096348.0,11127928.0,11116040.0,11104152.0,11092264.0,11080376.0,11068488.0,11043708.0,11018928.0,10994144.0,10969364.0,10944584.0
PLDVHydrogen,MiddleEast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3576.0,7148.0,10724.0,14300.0,17872.0,25388.0,32900.0,40416.0,47928.0,55444.0,67700.0,79956.0,92208.0,104464.0,116720.0,153488.0,190256.0,227024.0,263792.0,300564.0,334080.0,367600.0,401120.0,434640.0,468160.0,526396.0,584632.0,642868.0,701104.0,759340.0,1008964.0,1258584.0,1508208.0,1757828.0,2007448.0,2513596.0,3019744.0,3525888.0,4032036.0,4538184.0,5070320.0,5602456.0,6134592.0,6666728.0,7198864.0,7732104.0,8265340.0,8798580.0,9331816.0,9865052.0,10296036.0,10727016.0,11157996.0,11588976.0,12019960.0,12371544.0,12723132.0,13074720.0,13426308.0,13777896.0,14114436.0,14450972.0,14787512.0,15124052.0,15460592.0,15741316.0,16022036.0,16302760.0,16583480.0,16864204.0,17084620.0,17305036.0,17525452.0,17745868.0,17966284.0,18194064.0,18421844.0,18649628.0,18877408.0,19105188.0
LCVFossil,MiddleEast,2745852.0,2820624.0,2896828.0,2974500.0,3053684.0,3134428.0,3216784.0,3300820.0,3386596.0,3474192.0,3563688.0,3655176.0,3748752.0,3844520.0,3942600.0,4043112.0,4146188.0,4251968.0,4360604.0,4472252.0,4587084.0,4705272.0,4827004.0,4952476.0,5081896.0,5215476.0,5353444.0,5496028.0,5643476.0,5796036.0,5953980.0,6117572.0,6287104.0,6462860.0,6645156.0,6834300.0,7030616.0,7234448.0,7446144.0,7666064.0,7894580.0,8132076.0,8378960.0,8635636.0,8902536.0,9180104.0,9468792.0,9769076.0,10081448.0,10406408.0,10744488.0,11096228.0,11462188.0,11842956.0,12239132.0,12651340.0,13080236.0,13526484.0,13990788.0,14473864.0,14976468.0,15499372.0,16043388.0,16609352.0,17198128.0,17810624.0,18447776.0,19110548.0,19799956.0,20517044.0,21262900.0,22038652.0,22845476.0,23684592.0,24557256.0,25464792.0,26408556.0,27389972.0,28410512.0,29471704.0,30575140.0,35972576.0,41450468.0,47010780.0,52655452.0,58386408.0,60380036.0,62404612.0,64460624.0,66548564.0,68668920.0,72493680.0,76378540.0,80324536.0,84332700.0,88404056.0,92054324.0,95761880.0,99527596.0,103352340.0,123526796.0,125501476.0,127905332.0,131353608.0,138344528.0,142436100.0,147961132.0,154170252.0,161214756.0,159796028.0,157947508.0,157708032.0,159090528.0,161976940.0,165518332.0,166555408.0,166455208.0,166446452.0,166523808.0,166682476.0,166918160.0,171268460.0,175690628.0,180185796.0,184755116.0,189399760.0,191493432.0,194041060.0,196622504.0,199238208.0,201888624.0,205629604.0,209435672.0,213307916.0,217247448.0,221255384.0,224986236.0,228778128.0,232632028.0,236548940.0,240529864.0,243802232.0,247119092.0,250481044.0,253888708.0,257342696.0,260040692.0,262763876.0,265512428.0,268286524.0,271086344.0,272668552.0,274242140.0,275806552.0,277361232.0,278905604.0,278355620.0,277735992.0,277044880.0,276280416.0,275440676.0,271962732.0,268334108.0,264551280.0,260610644.0,256508540.0,250212712.0,243691256.0,236939100.0,229951076.0,222721916.0,214183320.0,205363088.0,196255020.0,186852804.0,177150004.0,165881688.0,154264428.0,142290688.0,129952776.0,117242864.0,107771380.0,98012764.0,87960840.0,77609328.0,66951828.0,63172036.0,59273736.0,55254352.0,51111260.0,46841796.0,45059176.0,43217692.0,41316048.0,39352920.0,37326968.0,35284088.0,33176928.0,31004104.0,28764180.0,26455716.0
LCVElec,MiddleEast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3556.0,7168.0,10832.0,14552.0,18324.0,66664.0,115728.0,165524.0,216064.0,267352.0,518188.0,772780.0,1031164.0,1293384.0,1559488.0,2085704.0,2619736.0,3161672.0,3711600.0,4269608.0,5171828.0,6087356.0,7016344.0,7958944.0,8915304.0,10802720.0,12717984.0,14661404.0,16633296.0,18633980.0,22993404.0,27417252.0,31906252.0,36461128.0,41082620.0,46959072.0,52921472.0,58970780.0,65107964.0,71334000.0,80050860.0,88894620.0,97866704.0,106968532.0,116201552.0,129853216.0,143703380.0,157754252.0,172008060.0,186467068.0,205955600.0,225726336.0,245782416.0,266127008.0,286763316.0,309273448.0,332105512.0,355263072.0,378749732.0,402569124.0,427407540.0,452596324.0,478139336.0,504040484.0,530303704.0,552359784.0,574717240.0,597379352.0,620349436.0,643630844.0,657687812.0,671919616.0,686328088.0,700915080.0,715682460.0,726079276.0,736591888.0,747221444.0,757969116.0,768836076.0,778692200.0,788653000.0,798719496.0,808892708.0,819173676.0
